Hours_Studied,Attendance,Sleep_Hours,Previous_Score,Result
7.85,99.42,7.73,50.3,Pass
1.3,52.3,7.08,73.1,Fail
3.97,72.77,5.28,86.81,Fail
9.85,99.48,7.63,41.95,Pass
9.89,66.39,9.33,88.58,Pass
6.02,98.28,4.1,59.47,Pass
7.09,90.84,9.89,80.01,Pass
9.51,66.97,9.84,92.26,Pass
4.5,51.46,5.6,95.21,Fail
1.37,64.02,6.54,55.43,Fail
6.69,56.19,7.39,99.17,Pass
9.6,71.42,9.07,68.44,Pass
6.97,96.98,4.37,84.02,Pass
8.03,75.63,5.36,58.96,Pass
4.23,72.38,7.96,52.9,Fail
0.96,60.79,4.37,77.28,Fail
1.69,81.07,9.36,41.72,Fail
9.83,72.77,9.32,93.45,Pass
4.93,88.64,4.59,92.66,Pass
0.12,75.81,6.49,97.43,Fail
9.55,94.33,7.06,56.53,Pass
4.98,89.15,7.89,46.2,Pass
8.36,57.25,7.25,54.92,Pass
5.48,56.8,4.01,68.26,Fail
1.02,51.22,4.78,32.77,Fail
6.16,68.45,8.99,65.59,Pass
9.97,52.73,8.73,31.68,Pass
0.35,72.5,4.1,85.98,Fail
8.42,62.07,4.09,61.59,Pass
2.35,74.91,9.11,47.68,Fail
3.94,57.92,6.17,33.56,Fail
3.73,77.46,6.44,71.79,Fail
8.99,98.32,9.67,63.75,Pass
5.04,81.86,9.38,88.91,Pass
4.47,78.22,6.34,94.4,Pass
8.18,89.4,8.79,66.16,Pass
0.49,50.28,6.72,50.59,Fail
0.86,64.12,6.58,42.94,Fail
0.22,99.35,4.12,33.96,Fail
6.88,89.13,8.76,60.57,Pass
5.26,54.51,8.85,64.61,Pass
8.76,66.32,8.59,44.9,Pass
4.99,71.99,9.79,35.06,Pass
2.22,96.73,4.29,81.78,Fail
8.05,79.31,9.8,68.36,Pass
2.94,53.86,9.15,91.66,Fail
9.36,75.45,4.71,85.29,Pass
2.5,64.47,4.25,36.38,Fail
1.68,66.94,4.12,74.86,Fail
4.93,55.71,4.7,93.14,Fail
0.51,72.94,8.92,76.39,Fail
0.36,83.47,6.22,70.3,Fail
4.96,87.98,7.73,93.13,Pass
2.15,84.77,6.36,70.3,Fail
0.09,83.03,7.43,95.89,Fail
2.96,93.46,5.67,81.46,Fail
4.77,66.62,9.39,42.46,Fail
3.94,60.73,7.71,35.16,Fail
1.35,54.47,6.79,89.74,Fail
5.8,58.29,5.66,73.86,Pass
7.1,57.47,5.78,81.76,Pass
6.76,95.62,8.18,33.13,Pass
3.94,59.03,6.46,34.45,Fail
1.38,54.7,7.39,92.28,Fail
4.99,70.01,9.92,44.72,Pass
8.9,58.48,5.9,85.02,Pass
4.69,56.53,6.46,34.13,Fail
1.96,68.12,5.93,77.68,Fail
0.93,95.97,4.54,91.45,Fail
9.44,51.52,9.64,72.71,Pass
7.43,60.39,8.5,98.15,Pass
3.13,91.21,7.68,56.2,Fail
2.95,62.26,4.14,31.96,Fail
8.95,72.05,9.0,81.43,Pass
1.78,54.93,4.43,65.84,Fail
5.35,89.76,4.77,77.57,Pass
7.14,86.82,4.52,95.97,Pass
3.96,56.4,4.88,47.62,Fail
0.4,97.4,7.83,44.54,Fail
2.28,79.53,4.49,58.7,Fail
9.02,89.91,7.81,70.86,Pass
5.23,88.19,8.66,90.4,Pass
8.15,75.95,6.75,70.82,Pass
5.56,87.37,7.83,87.07,Pass
9.44,61.89,6.12,71.8,Pass
9.09,51.06,8.48,84.32,Pass
4.83,67.1,9.92,86.72,Pass
3.18,57.63,6.04,99.75,Fail
6.02,99.05,7.66,77.77,Pass
6.75,96.18,9.83,35.87,Pass
4.98,57.21,4.19,87.87,Fail
8.22,67.2,5.68,74.8,Pass
1.83,75.47,4.96,46.12,Fail
3.34,69.94,7.65,65.78,Fail
6.86,85.0,5.06,88.88,Pass
2.47,75.18,5.88,43.32,Fail
4.4,78.26,6.6,75.12,Pass
9.64,83.88,4.32,97.52,Pass
6.26,51.18,5.78,69.74,Pass
9.49,50.62,5.35,99.01,Pass
7.22,58.91,6.58,90.75,Pass
7.25,85.92,9.99,57.29,Pass
5.92,62.02,9.99,39.12,Pass
1.42,96.01,5.1,83.88,Fail
5.2,53.92,8.3,83.25,Pass
2.53,79.0,9.35,86.84,Pass
9.99,51.28,7.12,32.62,Pass
2.67,98.6,8.44,98.03,Pass
2.31,60.68,6.49,47.79,Fail
6.24,79.38,7.59,68.09,Pass
5.11,97.65,6.77,40.8,Pass
0.21,51.52,5.81,45.15,Fail
1.3,75.64,4.88,40.3,Fail
8.11,76.34,5.75,94.56,Pass
4.84,67.57,9.29,57.82,Pass
1.46,82.73,9.41,58.84,Fail
4.65,77.13,9.17,88.67,Pass
2.53,62.46,5.75,42.76,Fail
2.24,85.27,9.36,95.08,Pass
9.58,73.31,4.96,32.55,Pass
3.62,73.52,9.15,93.71,Pass
0.46,97.6,5.65,63.02,Fail
9.7,76.75,7.92,47.89,Pass
7.95,89.23,8.51,99.79,Pass
2.54,93.37,4.46,55.49,Fail
4.09,79.04,5.74,76.2,Fail
8.62,89.32,7.77,58.23,Pass
3.57,65.48,7.6,88.41,Pass
5.67,59.1,9.32,89.0,Pass
5.35,84.78,7.9,48.24,Pass
4.01,96.31,5.23,54.24,Fail
6.4,52.12,8.69,75.5,Pass
4.73,88.15,9.75,88.32,Pass
0.21,51.42,7.9,85.12,Fail
8.14,72.93,6.8,63.88,Pass
1.13,83.86,8.85,99.0,Fail
4.64,70.27,6.74,39.56,Fail
5.8,65.05,4.91,78.09,Pass
7.06,59.34,4.49,60.98,Pass
4.11,98.89,6.38,30.64,Fail
7.36,78.52,8.26,62.68,Pass
1.31,56.39,8.17,97.27,Fail
6.53,52.41,7.19,80.09,Pass
8.26,62.17,6.63,35.61,Pass
8.89,76.93,7.97,63.86,Pass
5.8,87.6,9.76,76.71,Pass
3.13,99.05,5.73,87.71,Pass
1.63,91.7,7.36,30.24,Fail
3.46,80.6,9.07,60.35,Pass
5.4,83.32,5.56,48.5,Fail
1.96,76.1,5.56,78.28,Fail
9.53,71.73,9.29,37.7,Pass
8.97,89.24,9.77,77.63,Pass
0.33,58.87,8.11,41.8,Fail
5.62,66.7,7.87,63.77,Pass
7.89,98.93,7.16,36.62,Pass
2.45,78.59,8.69,88.61,Pass
5.24,74.93,9.79,82.42,Pass
4.06,92.54,6.3,51.1,Fail
1.97,88.1,5.75,43.05,Fail
6.15,66.3,9.84,84.33,Pass
9.94,81.3,7.04,45.51,Pass
3.65,59.27,5.05,53.41,Fail
5.52,52.65,9.29,44.51,Pass
3.28,99.49,4.63,50.18,Fail
8.77,86.86,7.11,62.89,Pass
8.65,96.54,8.55,87.14,Pass
1.79,91.59,9.28,83.2,Pass
9.0,71.4,4.49,41.2,Pass
1.52,93.07,8.07,64.89,Fail
0.95,89.33,8.85,30.15,Fail
6.53,62.91,7.74,34.49,Pass
3.86,81.15,5.54,73.82,Fail
5.31,65.25,8.08,66.12,Pass
6.53,61.7,9.43,95.46,Pass
0.53,54.09,9.57,85.93,Fail
2.93,77.16,8.27,45.54,Fail
4.61,69.62,5.36,70.25,Fail
2.67,54.4,5.32,98.28,Fail
0.49,85.92,6.19,69.84,Fail
0.87,86.15,5.14,51.47,Fail
8.02,61.77,5.41,68.8,Pass
9.11,97.8,5.33,34.48,Pass
1.52,88.89,4.61,36.4,Fail
2.49,90.27,7.17,85.06,Fail
6.52,50.19,5.67,89.31,Pass
9.54,98.92,9.97,43.27,Pass
3.0,99.51,6.52,35.29,Fail
8.55,75.36,7.82,55.56,Pass
5.06,99.25,9.7,79.74,Pass
9.57,80.61,8.77,93.67,Pass
1.36,56.7,8.88,50.99,Fail
9.74,90.71,9.62,64.15,Pass
4.41,77.9,9.08,42.7,Fail
9.53,67.11,9.36,44.27,Pass
4.59,61.81,9.47,45.1,Fail
5.3,75.94,6.96,62.25,Pass
8.05,84.59,4.96,53.08,Pass
7.23,93.85,8.99,34.85,Pass
6.2,79.93,9.05,37.29,Pass
4.17,70.76,7.49,74.63,Pass
7.92,81.61,8.68,73.93,Pass
9.48,74.85,9.48,84.67,Pass
0.1,82.6,7.2,77.65,Fail
5.88,80.45,7.17,83.79,Pass
8.66,98.93,9.43,97.58,Pass
6.53,81.11,7.27,43.89,Pass
8.01,84.55,8.91,82.47,Pass
8.95,94.62,8.99,96.25,Pass
7.51,95.65,5.91,32.49,Pass
7.17,57.04,9.99,53.0,Pass
9.65,72.69,9.04,97.26,Pass
8.64,97.14,8.4,99.89,Pass
8.15,97.99,6.32,51.4,Pass
0.86,59.5,5.0,89.55,Fail
2.39,72.19,6.05,33.54,Fail
5.57,63.93,4.54,61.25,Fail
7.1,89.54,9.2,53.96,Pass
3.03,92.61,8.59,71.33,Pass
0.93,73.46,5.44,90.76,Fail
3.11,83.78,5.22,37.87,Fail
7.71,93.5,5.5,79.05,Pass
8.77,85.48,6.5,78.11,Pass
9.13,57.82,6.93,83.99,Pass
3.79,85.6,4.5,66.69,Fail
3.73,57.95,4.46,46.41,Fail
4.07,82.69,6.09,32.55,Fail
3.76,66.68,7.78,98.01,Pass
6.66,52.82,8.1,33.69,Pass
3.58,61.32,8.07,70.66,Fail
0.2,73.42,7.13,50.78,Fail
4.39,99.7,9.74,80.4,Pass
2.24,62.79,8.54,33.15,Fail
0.29,98.94,6.92,80.61,Fail
4.71,68.21,6.79,48.75,Fail
2.06,98.0,7.24,71.17,Fail
4.53,97.81,6.05,56.39,Pass
2.78,57.14,9.39,43.89,Fail
6.04,91.44,7.11,53.21,Pass
9.91,75.87,7.88,76.83,Pass
5.47,84.31,5.31,30.79,Fail
6.47,88.8,5.6,65.56,Pass
9.19,56.23,9.59,42.42,Pass
3.74,89.95,4.32,71.3,Fail
1.67,65.14,6.05,87.01,Fail
2.83,86.62,6.97,66.53,Fail
4.03,78.68,6.0,58.61,Fail
6.45,84.23,6.2,71.71,Pass
0.05,81.14,9.99,47.13,Fail
8.53,90.52,7.49,30.01,Pass
0.76,94.73,7.11,81.04,Fail
9.01,72.46,6.54,87.78,Pass
9.49,69.61,8.66,78.69,Pass
9.9,62.11,8.34,95.84,Pass
8.1,90.69,7.87,36.38,Pass
1.42,98.35,5.05,35.85,Fail
7.06,59.77,4.71,62.0,Pass
2.03,72.89,6.95,74.61,Fail
8.97,88.52,8.8,67.78,Pass
3.17,81.8,4.42,55.13,Fail
3.27,90.75,9.39,55.1,Pass
9.18,50.81,9.1,60.12,Pass
0.13,95.57,5.24,32.15,Fail
1.94,53.07,6.47,73.16,Fail
4.22,72.27,4.37,48.07,Fail
7.01,63.79,4.28,48.43,Fail
6.48,96.41,6.5,87.62,Pass
6.69,63.76,5.96,74.15,Pass
8.8,68.67,8.84,68.7,Pass
1.21,94.42,5.64,56.09,Fail
5.22,76.87,8.69,62.57,Pass
7.25,94.91,5.83,87.16,Pass
6.36,83.05,7.32,56.42,Pass
4.48,53.96,9.13,50.94,Fail
0.17,71.74,4.98,56.35,Fail
0.6,58.82,6.1,53.3,Fail
1.19,53.26,8.35,76.8,Fail
3.43,68.69,5.26,98.07,Fail
1.18,95.42,4.42,32.26,Fail
4.26,55.88,9.87,74.85,Pass
1.79,50.34,6.08,62.86,Fail
7.79,96.75,9.27,97.06,Pass
8.71,76.51,5.32,55.68,Pass
3.9,77.93,7.18,34.12,Fail
5.11,96.42,9.21,60.16,Pass
9.53,85.01,4.37,41.22,Pass
5.36,91.34,8.52,45.34,Pass
9.95,88.52,4.8,92.18,Pass
1.42,80.59,5.37,65.99,Fail
8.62,84.42,6.13,93.63,Pass
4.97,78.04,5.77,55.9,Fail
0.23,67.77,6.24,79.93,Fail
9.72,64.27,8.17,85.57,Pass
9.65,58.8,5.46,32.59,Pass
3.83,67.7,7.68,94.35,Pass
9.54,78.84,7.57,32.7,Pass
1.41,79.38,5.45,31.18,Fail
6.8,84.17,4.48,84.78,Pass
1.92,93.97,5.51,49.46,Fail
2.47,82.59,7.9,61.84,Fail
7.79,58.54,5.53,48.85,Pass
3.77,51.28,5.28,82.13,Fail
0.07,59.84,9.62,58.53,Fail
4.14,95.41,9.75,70.25,Pass
2.28,78.38,6.4,81.53,Fail
6.83,92.43,8.66,57.2,Pass
1.94,61.72,4.43,35.31,Fail
8.42,85.49,9.43,91.61,Pass
2.67,86.58,6.08,59.88,Fail
3.93,90.48,8.6,66.76,Pass
2.98,76.78,7.93,98.17,Pass
6.44,89.68,6.42,49.72,Pass
1.01,96.77,4.46,39.76,Fail
4.78,97.87,7.69,76.02,Pass
3.34,56.27,4.43,51.02,Fail
8.84,81.22,9.76,89.71,Pass
0.73,55.67,6.57,91.09,Fail
8.3,96.13,5.75,36.87,Pass
1.68,97.77,5.25,98.87,Fail
0.89,74.98,4.45,83.32,Fail
2.02,97.99,8.25,34.29,Fail
1.03,88.31,9.94,99.19,Pass
5.21,84.8,6.75,33.26,Fail
9.88,79.04,8.23,40.1,Pass
0.34,70.34,6.91,47.86,Fail
4.61,98.19,6.43,74.25,Pass
3.86,59.85,6.18,93.36,Fail
3.4,90.13,9.37,46.73,Fail
3.32,68.37,8.56,56.07,Fail
8.95,87.66,9.15,38.94,Pass
0.19,58.18,4.58,69.76,Fail
7.75,68.67,6.17,82.7,Pass
2.53,97.31,5.25,63.13,Fail
3.83,77.86,5.03,50.28,Fail
4.2,74.56,9.29,51.57,Pass
3.05,87.61,9.33,88.71,Pass
0.94,70.85,7.43,86.98,Fail
1.14,74.65,5.56,77.26,Fail
2.98,78.03,9.85,71.11,Pass
8.22,99.5,4.66,45.56,Pass
1.35,90.27,8.66,89.65,Fail
7.43,51.99,5.97,71.18,Pass
2.89,89.18,6.42,90.36,Pass
8.83,75.15,8.8,44.12,Pass
4.28,61.53,4.22,73.97,Fail
1.72,92.68,6.81,77.77,Fail
9.86,63.53,6.46,65.86,Pass
1.77,66.02,5.57,31.87,Fail
5.68,53.15,9.78,61.66,Pass
5.69,98.88,6.98,67.62,Pass
3.73,89.77,6.61,72.83,Pass
9.51,57.41,8.14,53.94,Pass
8.44,74.48,8.46,89.68,Pass
8.3,66.84,5.58,71.19,Pass
9.74,51.62,5.82,95.73,Pass
4.57,96.36,4.23,71.57,Pass
0.97,91.97,9.95,73.5,Fail
7.65,99.35,4.0,87.93,Pass
3.81,62.13,6.88,86.92,Fail
1.9,84.97,6.67,63.98,Fail
4.83,55.91,8.83,33.01,Fail
9.26,71.57,4.42,84.68,Pass
1.71,92.34,5.87,80.73,Fail
8.49,50.4,8.33,94.39,Pass
4.18,74.04,9.88,59.98,Pass
1.37,71.73,9.98,73.79,Fail
8.48,84.55,5.08,70.95,Pass
9.7,61.9,4.43,60.52,Pass
2.91,58.66,6.95,69.78,Fail
3.04,82.53,4.21,60.51,Fail
3.91,82.06,6.82,42.5,Fail
8.14,87.59,9.67,66.83,Pass
0.1,62.35,9.05,41.02,Fail
2.24,50.82,4.28,75.09,Fail
7.06,93.9,4.13,83.27,Pass
4.06,60.32,6.52,40.99,Fail
3.3,70.9,4.66,47.82,Fail
8.72,73.43,6.22,48.22,Pass
9.17,59.37,8.19,48.9,Pass
9.48,76.04,6.01,86.01,Pass
2.73,95.71,6.19,55.9,Fail
9.13,63.57,4.48,60.47,Pass
7.37,76.02,9.42,98.97,Pass
1.54,65.43,8.96,78.36,Fail
6.1,99.04,6.26,48.96,Pass
0.26,61.03,7.34,48.07,Fail
7.08,55.47,6.96,31.17,Fail
7.34,57.13,5.3,38.69,Fail
7.89,68.35,5.38,72.61,Pass
1.73,77.64,7.0,99.97,Fail
6.28,83.4,6.54,77.83,Pass
1.79,78.12,6.44,56.51,Fail
9.47,95.28,9.02,96.4,Pass
6.75,68.01,4.14,43.71,Fail
0.95,85.62,9.77,67.39,Fail
1.87,63.41,8.75,86.44,Fail
6.63,84.09,9.37,87.47,Pass
4.77,96.29,7.89,94.98,Pass
7.36,98.92,5.7,32.47,Pass
2.81,86.48,7.13,98.21,Pass
6.58,97.12,6.68,50.21,Pass
1.77,84.02,5.06,32.27,Fail
5.44,98.16,9.87,99.84,Pass
9.58,94.9,5.81,92.08,Pass
6.28,55.33,4.25,42.76,Fail
0.5,73.71,6.93,47.11,Fail
9.89,67.37,4.64,80.8,Pass
1.57,51.35,8.97,96.14,Fail
7.18,73.35,4.2,78.63,Pass
5.33,57.42,4.31,50.31,Fail
2.94,51.82,8.74,72.28,Fail
1.77,72.25,4.76,34.22,Fail
1.78,61.62,7.38,46.79,Fail
8.58,96.76,7.75,96.03,Pass
8.73,90.63,9.97,50.07,Pass
4.65,97.81,5.53,54.79,Pass
1.04,94.07,5.78,66.33,Fail
8.84,86.4,4.4,51.67,Pass
4.87,79.88,4.3,38.23,Fail
4.39,53.27,6.46,61.92,Fail
4.07,63.29,7.95,31.89,Fail
3.65,85.54,7.97,55.0,Fail
5.26,70.06,8.66,48.41,Pass
6.05,66.27,7.24,73.97,Pass
4.66,55.2,8.76,41.71,Fail
8.97,53.51,5.08,79.15,Pass
3.18,60.5,7.8,58.8,Fail
5.78,91.73,8.67,64.91,Pass
3.0,83.15,7.43,55.65,Fail
7.53,67.05,8.34,40.05,Pass
1.02,53.05,4.85,39.16,Fail
1.89,59.42,6.66,41.89,Fail
8.01,72.49,9.11,74.71,Pass
1.83,57.66,5.91,50.02,Fail
6.26,88.13,9.39,73.3,Pass
9.7,89.43,9.93,45.06,Pass
5.23,56.84,4.84,81.33,Fail
1.87,86.34,4.89,47.27,Fail
3.21,75.61,6.25,91.81,Fail
8.23,98.12,7.38,71.3,Pass
3.52,89.38,8.58,52.48,Fail
7.24,79.26,4.4,96.06,Pass
7.77,80.18,8.69,39.37,Pass
5.01,58.95,4.98,97.51,Pass
7.83,94.68,4.51,33.7,Pass
3.17,77.96,7.62,70.76,Fail
5.16,78.7,4.46,85.58,Pass
6.87,78.77,4.44,82.92,Pass
1.68,63.81,7.71,78.93,Fail
2.74,90.6,8.19,31.99,Fail
6.52,93.12,9.52,52.2,Pass
6.55,64.39,9.74,51.68,Pass
4.93,72.09,6.86,34.81,Fail
7.96,58.96,7.86,83.29,Pass
4.82,61.93,8.67,46.38,Fail
8.81,66.8,9.54,97.19,Pass
7.36,95.1,4.13,76.15,Pass
3.15,81.31,5.31,74.2,Fail
3.95,79.4,7.15,36.6,Fail
6.68,97.34,5.39,44.39,Pass
8.94,89.57,7.1,53.42,Pass
1.79,50.8,8.07,49.2,Fail
5.15,56.22,8.62,51.27,Fail
1.19,62.39,9.02,50.13,Fail
2.79,65.2,9.97,79.5,Pass
6.86,91.7,9.28,76.21,Pass
0.78,88.5,6.08,30.52,Fail
6.62,57.27,5.74,42.8,Fail
9.01,76.7,5.81,83.2,Pass
9.69,55.46,4.55,68.65,Pass
2.17,58.64,7.98,52.41,Fail
7.49,62.11,4.06,90.2,Pass
9.26,95.26,5.75,64.94,Pass
0.91,68.29,8.6,68.7,Fail
4.14,95.79,6.82,82.56,Pass
9.19,87.54,6.48,64.81,Pass
2.03,87.47,8.72,40.27,Fail
9.34,90.17,6.41,41.56,Pass
5.27,54.8,6.84,87.64,Pass
1.0,90.73,6.96,85.22,Fail
4.5,62.63,7.04,31.25,Fail
3.26,99.2,4.61,69.08,Fail
2.82,92.41,7.17,58.54,Fail
5.41,99.83,6.32,37.67,Pass
4.84,96.86,9.4,64.61,Pass
4.82,67.99,4.08,95.82,Pass
0.88,97.08,7.1,63.17,Fail
8.02,66.51,9.85,72.83,Pass
4.81,82.96,4.09,94.09,Pass
8.21,90.93,8.15,45.0,Pass
8.25,69.1,4.18,60.54,Pass
3.17,60.19,9.17,46.87,Fail
0.04,94.74,5.18,99.46,Fail
9.11,55.16,8.95,31.52,Pass
7.61,68.25,9.5,89.49,Pass
1.07,77.03,4.82,58.5,Fail
7.02,90.24,4.59,98.57,Pass
0.2,93.44,9.02,62.73,Fail
0.28,75.58,5.05,74.49,Fail
5.26,78.67,4.32,69.83,Fail
0.96,92.69,5.32,37.48,Fail
9.64,73.35,5.23,96.45,Pass
8.94,77.96,8.05,73.85,Pass
6.5,50.92,6.83,49.97,Fail
0.64,97.56,8.59,53.21,Fail
3.25,78.34,5.42,32.24,Fail
3.72,86.38,6.95,45.31,Fail
4.81,62.4,4.63,59.83,Fail
1.69,82.83,6.83,48.21,Fail
5.78,73.0,7.0,44.06,Pass
4.36,55.62,9.47,73.16,Pass
9.47,91.51,9.69,69.65,Pass
9.36,91.97,9.25,92.36,Pass
5.65,53.19,9.53,66.35,Pass
6.44,69.53,4.28,68.66,Pass
1.38,64.07,8.96,47.77,Fail
2.23,75.82,4.4,92.99,Fail
9.01,74.44,7.43,98.0,Pass
6.99,82.82,4.51,63.99,Pass
1.89,62.37,8.75,35.15,Fail
5.7,61.08,4.01,49.06,Fail
9.35,86.17,6.3,30.75,Pass
3.45,98.81,7.18,43.19,Fail
1.86,97.32,5.63,30.92,Fail
9.42,89.6,7.03,75.17,Pass
4.61,53.37,9.26,88.01,Pass
4.17,61.89,7.66,90.76,Pass
2.68,84.48,7.32,48.24,Fail
8.92,64.79,9.89,68.59,Pass
8.46,69.68,6.34,79.13,Pass
4.03,97.68,9.29,80.97,Pass
0.31,54.32,7.88,32.53,Fail
4.47,93.06,8.65,45.89,Pass
1.81,52.51,5.87,56.56,Fail
1.43,66.9,7.66,48.87,Fail
3.93,77.77,9.09,84.59,Pass
0.99,67.82,7.75,40.62,Fail
9.57,97.86,8.06,94.35,Pass
0.48,75.22,7.07,90.16,Fail
4.01,86.69,4.76,66.23,Fail
1.63,85.1,8.5,87.57,Fail
6.89,91.75,8.17,56.85,Pass
0.79,93.2,6.98,41.62,Fail
5.47,73.32,6.42,51.98,Fail
7.73,93.15,8.0,30.44,Pass
9.5,82.67,8.2,98.34,Pass
6.99,84.3,6.3,84.18,Pass
0.99,58.66,5.84,30.1,Fail
0.89,62.25,9.82,87.88,Fail
7.32,84.38,9.86,42.58,Pass
2.15,63.28,6.24,94.97,Fail
4.47,74.5,9.76,43.99,Pass
9.77,74.5,7.51,44.89,Pass
8.2,61.7,4.08,95.51,Pass
8.47,78.32,4.66,64.38,Pass
8.61,78.19,5.32,36.74,Pass
6.2,56.45,8.88,69.11,Pass
7.44,69.06,8.4,72.59,Pass
3.59,68.29,8.96,77.24,Pass
9.98,78.1,7.12,60.51,Pass
2.8,87.47,7.37,83.3,Pass
5.9,50.91,4.27,80.04,Fail
2.82,56.63,5.28,30.53,Fail
1.12,65.1,6.76,57.73,Fail
5.68,90.52,8.79,56.01,Pass
3.53,74.03,7.87,96.76,Pass
5.83,75.54,7.73,32.3,Pass
5.59,70.46,9.36,48.76,Pass
5.42,70.76,7.61,36.75,Fail
1.23,98.88,5.64,31.16,Fail
4.4,94.93,6.92,71.63,Pass
8.12,86.29,8.29,80.21,Pass
3.15,66.2,8.99,55.29,Fail
4.44,75.68,7.19,89.59,Pass
4.94,84.47,8.86,33.39,Pass
8.63,69.73,9.94,63.61,Pass
6.56,76.22,4.37,89.15,Pass
1.0,57.29,8.38,87.49,Fail
8.65,54.68,9.56,66.55,Pass
8.32,58.37,7.0,98.68,Pass
7.54,87.78,6.29,31.78,Pass
4.66,59.5,7.31,88.1,Pass
7.58,96.24,9.45,92.05,Pass
4.79,68.43,9.11,65.05,Pass
7.37,58.45,7.6,79.9,Pass
8.8,91.26,9.59,72.16,Pass
8.91,72.83,8.35,43.9,Pass
4.55,69.42,6.26,68.36,Fail
8.59,66.47,5.43,55.26,Pass
1.01,66.53,7.79,83.14,Fail
1.02,83.17,8.57,89.44,Fail
5.48,77.03,7.99,70.36,Pass
6.52,73.38,7.69,61.75,Pass
1.53,72.35,4.54,78.92,Fail
4.72,57.1,7.59,52.35,Fail
0.94,91.39,4.06,65.9,Fail
6.02,96.34,4.24,37.71,Fail
8.55,90.11,5.51,80.29,Pass
7.38,72.56,4.74,42.25,Pass
3.78,98.61,5.37,74.74,Pass
9.94,80.93,9.82,89.87,Pass
6.63,88.7,9.6,38.17,Pass
8.15,87.06,4.43,90.48,Pass
6.7,85.39,4.51,82.08,Pass
9.89,82.1,7.49,59.06,Pass
8.21,60.58,9.67,69.66,Pass
5.19,64.72,8.57,54.82,Pass
3.67,94.34,8.13,73.49,Pass
6.82,59.0,6.42,53.33,Pass
5.9,57.6,8.23,54.79,Pass
6.29,64.21,7.62,89.48,Pass
3.43,68.12,8.75,34.26,Fail
4.29,77.66,9.52,59.66,Pass
5.58,80.28,8.43,81.65,Pass
8.39,89.53,5.43,38.62,Pass
7.63,53.67,6.87,76.41,Pass
1.19,60.41,8.33,83.44,Fail
2.46,75.26,8.9,78.3,Fail
0.27,62.54,5.33,73.17,Fail
0.08,93.67,7.35,86.24,Fail
2.24,82.01,9.64,76.67,Fail
7.99,74.51,8.03,99.24,Pass
9.05,50.02,7.25,38.1,Pass
3.92,92.93,8.19,81.99,Pass
5.63,73.04,7.37,38.85,Fail
7.06,76.57,5.74,91.18,Pass
9.53,84.91,6.44,89.53,Pass
9.13,96.87,8.99,33.01,Pass
0.57,57.91,7.53,49.25,Fail
2.48,53.56,6.56,31.72,Fail
0.49,56.1,4.68,70.53,Fail
6.17,87.04,4.69,86.69,Pass
7.1,56.46,4.91,56.62,Pass
3.08,75.05,9.56,75.82,Pass
8.54,85.32,9.74,71.9,Pass
4.53,85.64,8.4,44.25,Pass
9.98,70.32,4.29,45.05,Pass
0.0,84.93,7.61,85.27,Fail
1.09,97.5,7.75,51.21,Fail
3.02,51.4,9.91,78.79,Fail
0.26,83.57,5.44,94.31,Fail
7.82,76.13,8.34,63.94,Pass
0.53,60.63,9.96,63.55,Fail
7.49,65.39,9.63,87.75,Pass
0.53,91.86,6.13,67.24,Fail
2.53,79.34,4.85,45.69,Fail
8.41,50.73,4.46,31.56,Fail
9.51,98.27,4.36,31.08,Pass
4.15,83.31,4.53,30.78,Fail
9.7,72.13,9.88,54.72,Pass
6.27,85.62,9.92,89.61,Pass
4.16,60.23,4.69,81.59,Fail
8.03,63.02,4.49,77.2,Pass
2.95,57.61,7.99,94.66,Fail
2.66,69.85,8.91,71.71,Fail
6.57,95.24,8.55,72.1,Pass
3.9,69.43,4.06,66.68,Fail
1.36,64.4,6.61,43.42,Fail
0.67,85.18,8.32,98.03,Fail
7.88,93.48,8.88,97.11,Pass
6.76,62.21,8.17,97.59,Pass
4.12,90.4,5.98,36.0,Fail
8.96,65.24,5.62,59.68,Pass
4.11,62.37,8.97,61.64,Fail
7.1,73.65,7.26,61.09,Pass
9.09,53.34,5.53,34.42,Pass
8.41,93.11,9.2,54.38,Pass
5.11,93.72,8.9,59.5,Pass
6.81,83.87,6.96,78.75,Pass
4.14,65.14,8.86,56.37,Fail
6.47,58.34,4.62,64.81,Fail
2.58,84.94,9.44,96.9,Pass
4.35,55.15,9.87,95.04,Pass
2.1,70.56,4.07,47.08,Fail
0.38,54.44,9.2,96.55,Fail
5.89,71.32,8.51,65.21,Pass
8.64,56.72,9.13,63.65,Pass
0.26,51.61,5.78,66.56,Fail
1.96,72.49,9.73,70.96,Fail
4.6,78.38,9.0,45.69,Pass
6.66,71.97,6.47,87.6,Pass
1.71,58.81,8.73,38.88,Fail
0.57,53.87,6.56,60.8,Fail
5.19,56.32,5.98,58.24,Fail
8.19,86.36,4.88,45.34,Pass
0.35,50.79,9.57,32.36,Fail
3.49,93.17,5.39,33.61,Fail
6.64,92.0,7.07,71.49,Pass
1.31,94.02,7.17,94.95,Fail
2.36,93.94,4.2,42.51,Fail
5.35,83.38,8.78,43.14,Pass
9.53,92.37,8.16,54.31,Pass
2.87,86.52,5.74,41.96,Fail
4.88,65.01,9.6,60.95,Pass
4.0,87.76,9.95,35.35,Pass
8.97,80.78,8.04,91.81,Pass
0.72,51.37,8.49,31.23,Fail
5.66,89.32,4.36,82.83,Pass
